start_date;finish_date;is_active;parkingfid;auto_ownerfid
2023-08-31 02:22:08;2023-10-26 02:30:13;False;77;4
2023-08-08 18:40:24;2023-09-08 09:38:04;False;30;17
2021-03-25 03:32:41;2024-01-29 14:53:29;True;31;88
2022-01-20 21:22:53;2023-01-27 12:55:02;False;40;85
2021-04-30 08:34:16;2021-10-21 23:14:49;False;25;100
2023-05-29 16:14:50;2024-02-15 21:42:37;True;1;7
2022-05-23 02:52:25;2023-10-31 12:35:31;False;63;70
2022-11-08 17:06:09;2023-12-13 23:08:59;False;21;47
2023-02-26 12:40:55;2023-04-19 15:49:03;False;36;12
2020-01-05 18:15:34;2024-03-31 04:17:58;False;44;35
2024-03-14 05:00:47;2024-04-11 11:51:56;False;65;48
2021-09-09 06:47:20;2023-04-30 15:27:26;False;56;67
2020-03-24 09:38:53;2024-04-03 15:07:52;False;65;70
2021-12-25 04:02:38;2023-12-11 04:22:47;False;22;16
2023-07-10 22:30:09;2024-04-07 09:17:23;False;22;81
2023-04-01 01:32:17;2024-02-15 16:34:36;False;90;75
2020-09-25 02:55:00;2021-10-03 07:19:27;False;54;59
2021-08-08 11:37:56;2022-12-04 06:03:29;False;18;74
2024-05-26 08:47:04;2024-05-30 16:27:15;True;94;74
2023-03-29 04:16:02;2023-08-19 14:25:30;False;11;21
2020-11-18 01:44:17;2021-04-25 00:19:41;False;59;19
2020-12-27 01:56:41;2024-05-29 01:29:43;False;11;13
2022-03-17 10:01:16;2024-03-28 05:34:34;False;49;85
2020-08-10 08:14:21;2022-02-19 14:56:08;False;26;11
2021-08-09 16:18:39;2022-11-16 23:21:39;False;49;98
2021-10-16 21:05:04;2022-02-20 15:14:59;False;33;63
2023-08-24 11:35:36;2024-02-06 19:38:06;False;65;72
2023-12-19 17:51:34;2024-01-15 18:21:51;False;54;66
2022-11-21 06:03:04;2024-04-18 11:37:44;False;27;1
2023-11-19 12:48:23;2024-05-09 22:19:00;False;21;51
2021-03-14 06:45:13;2021-11-15 22:30:29;False;28;75
2023-03-27 10:56:09;2023-10-01 17:28:21;False;20;77
2021-03-26 22:11:44;2024-05-28 04:16:11;True;40;23
2023-01-24 15:00:39;2023-10-06 09:42:53;False;28;31
2021-08-17 23:32:43;2022-07-02 08:05:51;True;47;17
2023-11-04 11:56:25;2024-03-30 03:40:32;False;62;87
2020-11-11 12:38:01;2021-07-16 06:17:57;False;25;19
2021-03-20 18:14:03;2022-06-06 15:26:08;False;35;48
2024-01-21 19:02:43;2024-05-23 18:04:19;False;84;33
2022-10-12 00:16:48;2023-07-29 11:04:32;False;50;97
2020-12-16 18:08:36;2022-06-29 20:22:34;False;13;57
2021-11-27 02:21:23;2023-04-29 02:25:03;False;14;2
2022-12-04 04:02:33;2023-05-11 01:50:53;False;52;48
2023-06-17 00:10:04;2023-12-17 01:59:34;False;72;87
2022-07-23 08:22:33;2024-03-21 10:41:53;False;9;80
2022-03-03 17:59:57;2022-03-21 16:57:35;True;27;4
2020-12-29 02:05:00;2022-09-14 20:53:50;False;39;86
2023-08-25 12:05:29;2023-10-16 09:02:14;False;71;84
2022-01-29 20:40:51;2024-02-15 04:43:41;False;53;21
2020-06-13 15:58:59;2022-04-13 22:06:47;False;76;66
2020-06-19 10:36:20;2021-05-04 10:39:54;False;96;53
2023-08-11 14:50:27;2024-01-07 03:04:46;False;24;29
2022-11-13 13:19:47;2023-09-29 21:22:03;False;36;42
2020-03-31 00:25:54;2023-04-02 04:36:27;False;49;1
2020-05-14 09:00:12;2021-03-26 14:38:55;False;25;73
2022-08-23 14:18:47;2023-02-20 12:46:22;False;93;6
2023-01-16 19:38:47;2024-03-19 01:17:31;False;10;39
2022-07-24 20:20:34;2024-04-10 05:25:39;True;71;22
2024-04-16 08:20:52;2024-05-10 12:58:28;True;15;41
2022-12-28 11:00:47;2023-12-12 04:39:48;False;19;34
2020-05-05 00:22:39;2021-06-25 09:03:09;False;20;58
2023-10-19 12:51:10;2023-12-08 23:59:48;False;95;9
2024-01-05 23:35:49;2024-01-18 18:14:13;False;36;9
2024-02-11 03:14:12;2024-03-15 17:51:05;False;14;5
2023-09-24 18:36:38;2023-10-20 23:25:53;False;26;21
2024-05-11 07:13:17;2024-05-12 14:20:25;True;44;55
2023-01-20 21:50:56;2023-12-21 10:58:22;False;32;73
2022-04-16 20:26:24;2022-10-13 09:22:42;False;37;91
2024-04-12 19:41:06;2024-05-24 13:57:16;False;89;5
2024-01-24 05:18:06;2024-05-03 15:34:02;False;30;55
2021-05-07 00:01:53;2021-06-06 13:03:41;False;99;37
2023-10-27 20:01:24;2024-01-01 04:07:23;False;27;48
2024-01-26 20:26:56;2024-05-30 07:20:40;False;55;22
2024-05-25 23:57:33;2024-05-28 04:48:27;False;54;31
2023-01-02 23:25:20;2023-03-04 22:17:56;False;91;52
2024-02-06 10:10:56;2024-04-12 00:41:54;True;87;96
2023-12-03 10:10:53;2024-01-18 13:33:45;False;54;44
2020-08-24 13:21:22;2023-04-27 17:58:48;False;77;10
2024-05-11 11:53:29;2024-05-16 03:28:26;False;95;16
2022-05-23 02:42:28;2022-12-23 20:39:51;False;91;73
2022-08-16 03:16:43;2023-08-27 04:47:11;False;72;29
2023-08-26 12:47:57;2024-04-27 23:33:52;False;68;23
2023-02-16 11:56:19;2023-03-12 04:20:07;False;52;38
2023-02-01 22:16:48;2024-03-07 21:19:33;False;31;15
2023-11-19 07:11:41;2024-02-05 09:11:39;False;58;23
2022-02-18 07:45:36;2022-08-29 13:11:12;False;2;97
2020-03-13 21:22:43;2020-03-17 03:02:18;True;100;40
2023-01-25 17:54:37;2023-05-29 01:03:31;False;22;30
2022-08-08 19:26:43;2024-03-05 16:44:57;False;1;5
2020-06-10 17:24:18;2022-10-06 09:48:44;True;71;55
2021-06-05 15:43:25;2021-07-20 18:53:47;False;40;76
2022-11-27 09:52:23;2023-09-15 05:55:29;False;58;98
2023-04-11 09:14:41;2024-01-29 14:25:48;False;45;93
2024-02-17 13:52:25;2024-03-11 14:32:32;False;55;42
2023-07-21 18:34:45;2024-03-24 05:48:42;False;50;32
2022-08-03 10:22:20;2023-01-08 18:36:16;False;77;59
2021-12-28 16:47:02;2023-01-11 22:36:14;False;40;34
2022-01-25 16:08:29;2022-05-16 16:50:21;False;76;78
2023-11-04 20:57:17;2024-05-01 00:14:20;False;33;51
2020-02-10 14:36:52;2020-05-04 04:46:21;False;93;29
2021-04-29 05:36:34;2022-01-13 01:23:33;False;45;59
2020-06-19 22:20:45;2021-12-23 20:47:53;True;66;92
2020-10-06 15:28:52;2022-06-17 01:37:11;False;5;66
2022-07-23 17:43:12;2023-06-26 08:03:58;False;74;19
2022-05-26 04:06:17;2024-01-12 04:19:00;False;97;51
2022-03-27 20:03:07;2022-09-12 23:53:09;False;47;10
2022-07-09 15:00:33;2023-03-14 03:32:07;False;82;88
2022-11-29 19:53:10;2023-11-06 23:27:07;False;57;2
2020-01-01 17:46:06;2024-02-17 06:02:11;False;35;35
2024-01-28 10:14:28;2024-04-29 22:36:49;False;48;9
2021-09-26 03:48:35;2023-12-05 14:09:44;True;73;80
2020-03-14 01:42:11;2022-12-25 05:45:01;True;45;25
2020-10-09 01:31:50;2023-08-22 17:03:26;True;21;55
2021-08-19 11:45:36;2022-02-28 01:44:14;False;9;71
2020-09-19 03:01:14;2023-04-04 10:42:30;False;3;46
2022-04-10 07:02:04;2024-04-16 13:38:38;False;8;90
2020-08-25 17:26:10;2022-05-27 00:22:13;False;36;49
2020-05-07 12:10:22;2021-06-27 10:16:07;False;60;94
2023-05-13 22:15:19;2024-03-23 05:31:13;False;78;90
2023-06-16 07:12:16;2023-10-20 23:38:02;False;74;32
2021-08-25 00:21:41;2021-11-03 21:40:17;True;65;79
2020-05-14 13:29:41;2021-03-23 12:01:24;False;45;8
2021-08-26 00:35:37;2024-01-23 22:40:28;False;97;92
2020-09-25 11:00:25;2023-01-22 19:55:42;False;92;3
2020-09-16 12:11:57;2023-01-25 17:33:14;False;14;18
2021-07-08 00:50:47;2022-01-27 18:45:58;False;34;36
2020-05-15 19:30:48;2023-02-19 14:02:20;False;16;26
2021-02-23 21:14:00;2022-06-21 03:04:09;False;79;97
2022-01-23 05:35:17;2023-11-12 14:36:07;False;25;46
2023-06-29 11:51:12;2023-12-28 22:30:15;False;51;66
2023-11-20 05:44:37;2024-05-17 18:40:12;False;53;37
2020-01-18 02:52:08;2022-12-29 14:16:20;False;47;55
2021-04-12 09:24:10;2023-09-15 18:43:01;False;48;42
2021-07-22 18:28:06;2022-06-29 00:39:12;False;55;41
2024-04-20 18:00:06;2024-05-10 06:52:25;False;98;14
2020-06-03 02:05:54;2020-10-09 14:00:27;True;15;42
2021-05-20 07:44:54;2023-08-21 08:15:19;False;72;28
2023-10-13 05:08:11;2023-12-10 13:49:38;False;5;18
2020-07-07 19:23:19;2022-06-21 07:16:23;False;54;74
2022-08-05 04:44:41;2023-09-02 23:16:16;False;77;23
2023-09-09 14:35:59;2024-02-29 17:42:10;False;47;20
2021-08-18 01:57:37;2022-03-05 22:02:23;False;59;36
2020-11-29 18:18:13;2022-08-25 09:48:21;True;52;3
2022-03-25 18:15:37;2022-05-06 04:31:24;False;100;64
2021-10-18 21:42:20;2023-02-17 03:57:50;False;67;45
2023-08-18 21:06:49;2023-10-29 21:44:02;False;19;40
2020-11-09 01:36:17;2021-11-04 04:51:18;False;13;18
2024-03-22 20:16:43;2024-04-05 00:23:57;False;15;76
2023-06-05 14:22:51;2023-06-14 10:16:19;False;84;9
2024-04-25 05:35:52;2024-04-29 20:27:49;False;95;5
2024-05-01 14:27:31;2024-05-14 06:13:09;False;97;46
2020-12-03 17:19:55;2021-12-09 15:06:08;False;83;7
2021-10-07 14:52:33;2023-04-23 16:55:58;False;15;62
2024-04-01 13:53:05;2024-05-12 09:09:00;False;65;5
2023-03-13 02:27:55;2023-06-18 07:41:46;False;27;78
2021-10-25 22:33:49;2022-04-14 16:11:55;False;30;90
2020-11-17 22:11:25;2021-04-04 19:38:02;False;4;81
2020-02-08 17:43:16;2023-05-03 17:13:21;False;11;88
2024-02-10 21:52:19;2024-05-25 15:47:40;False;40;41
2020-12-18 23:36:10;2022-07-21 07:24:05;True;93;91
2022-07-02 14:33:31;2022-08-13 00:08:01;False;50;36
2021-01-03 13:01:50;2021-07-20 11:48:19;True;65;13
2023-10-27 23:32:37;2024-02-19 17:24:22;False;61;41
2023-07-28 18:25:14;2023-08-09 09:35:50;False;6;41
2020-04-15 12:09:15;2022-03-01 11:09:12;False;95;10
2020-02-22 06:48:09;2024-02-06 21:48:37;False;32;66
2022-08-03 18:04:32;2022-11-18 22:39:45;True;13;17
2023-11-24 15:41:10;2024-04-10 02:25:40;True;8;18
2020-05-13 13:49:10;2023-05-07 21:24:04;False;66;83
2021-01-24 18:49:40;2023-07-29 13:26:06;True;10;87
2023-12-02 22:57:32;2024-02-24 03:53:07;False;10;20
2024-01-07 13:35:51;2024-05-28 17:07:24;False;61;58
2023-07-08 07:34:48;2024-01-26 03:28:32;False;8;99
2022-09-23 09:53:01;2023-04-04 01:59:42;False;51;19
2024-03-29 17:12:20;2024-05-08 05:06:12;False;34;80
2021-10-14 07:24:16;2024-01-05 05:07:39;False;54;10
2020-12-05 16:52:35;2022-03-27 00:58:08;False;84;21
2022-03-31 14:24:35;2023-10-04 01:04:30;False;74;48
2022-03-08 00:26:22;2023-07-03 01:32:18;False;69;32
2021-04-05 18:07:07;2021-07-16 14:49:12;False;90;38
2024-05-20 09:21:29;2024-05-29 22:31:10;False;73;87
2021-12-12 12:04:50;2023-12-26 19:54:11;False;55;46
2022-07-09 00:29:01;2023-03-11 10:59:52;False;90;79
2021-01-05 03:10:23;2021-06-05 12:59:51;False;59;74
2021-07-14 03:38:03;2022-03-23 03:48:05;True;92;40
2023-02-05 02:39:26;2023-10-26 19:30:23;False;2;49
2021-10-09 15:28:51;2023-10-24 18:59:10;False;14;89
2023-10-07 00:21:12;2024-02-03 02:13:10;False;9;87
2021-10-14 13:41:08;2022-05-09 03:16:51;True;31;84
2020-04-08 20:25:40;2022-08-02 10:06:33;False;33;65
2022-11-27 07:41:28;2024-03-10 06:23:43;False;60;9
2022-07-10 06:38:50;2023-04-23 03:54:28;False;24;89
2021-06-21 21:26:41;2022-06-11 20:58:48;False;26;64
2020-09-14 00:03:08;2023-07-04 15:13:57;False;57;84
2021-10-25 01:31:28;2022-07-01 05:24:21;False;23;41
2022-09-01 18:37:24;2024-04-30 05:04:11;False;73;63
2021-11-12 18:08:39;2023-05-17 16:14:19;False;56;46
2021-09-30 23:35:41;2023-03-31 00:39:04;False;9;35
2023-05-31 16:57:01;2023-07-07 22:43:16;False;90;24
2021-11-27 05:26:49;2022-07-14 13:35:14;False;52;7
2021-05-23 23:32:14;2021-09-24 23:50:02;False;20;96
2023-08-25 11:48:31;2024-01-09 22:53:53;False;60;60
2023-09-03 03:36:43;2023-10-16 21:23:20;False;57;77
2020-12-24 00:52:59;2024-01-01 05:26:13;False;51;93
2020-12-01 01:09:23;2023-12-11 00:12:00;False;96;56
2023-02-02 00:11:34;2024-03-27 15:08:11;False;52;81
2020-07-07 06:32:34;2022-05-21 09:33:37;False;26;80
2023-03-19 17:29:13;2023-04-21 20:47:01;False;58;57
2023-07-14 15:14:29;2024-05-07 17:23:45;False;20;39
2020-12-26 20:11:35;2021-12-05 10:51:05;False;90;96
2021-06-03 12:46:07;2022-02-09 01:29:29;False;26;85
2024-01-27 16:38:29;2024-02-02 05:27:37;False;94;4
2021-09-04 22:47:13;2021-09-14 07:42:17;False;80;35
2023-05-14 06:05:52;2023-10-03 21:10:52;False;38;32
2021-04-03 09:53:41;2022-01-27 12:42:43;False;46;4
2023-05-06 20:54:43;2023-09-04 02:29:46;False;43;62
2020-02-17 01:20:22;2024-03-05 12:15:53;False;66;31
2023-06-30 02:16:56;2023-10-26 20:22:32;False;22;2
2020-05-12 11:52:27;2023-06-22 05:12:55;True;65;71
2024-03-01 12:59:46;2024-03-19 20:29:08;False;85;93
2023-02-21 16:33:19;2023-05-16 07:33:51;False;45;35
2022-07-05 08:51:59;2023-05-19 04:38:05;False;97;1
2022-08-28 11:58:33;2023-08-16 04:28:25;False;69;41
2021-08-11 21:40:16;2023-04-07 12:28:53;False;11;74
2023-11-13 13:18:03;2024-04-08 17:09:25;True;58;24
2024-05-17 23:33:21;2024-05-30 09:40:13;False;54;82
2022-02-16 04:16:18;2022-06-03 14:05:21;False;11;13
2023-02-01 21:59:12;2023-03-16 07:54:07;False;64;31
2021-09-03 20:13:59;2024-03-03 17:47:31;False;21;86
2020-09-14 20:08:41;2021-12-19 10:58:31;False;77;14
2023-07-29 09:27:27;2023-09-06 18:04:20;False;85;40
2023-04-30 22:45:53;2023-11-13 19:53:45;True;34;97
2024-01-15 01:48:39;2024-04-15 03:10:08;False;25;51
2021-05-21 13:00:54;2022-04-08 22:57:08;False;93;92
2023-02-04 14:07:51;2024-02-08 06:00:16;False;77;64
2021-03-23 00:19:04;2021-08-01 10:21:00;False;20;57
2022-09-04 02:27:01;2022-10-30 10:29:16;False;61;55
2022-07-10 01:59:33;2023-12-05 13:58:23;False;13;41
2023-05-18 11:51:21;2024-04-01 13:14:47;False;64;68
2021-09-13 04:50:18;2022-05-27 22:29:45;False;59;92
2021-04-11 16:27:45;2021-12-19 06:38:44;False;83;82
2022-08-26 23:42:38;2023-06-03 01:40:03;False;74;76
2022-12-06 15:35:48;2023-05-11 01:05:22;False;55;65
2023-12-31 13:23:43;2024-02-10 07:44:09;False;92;34
2023-07-02 09:11:32;2024-01-26 12:55:58;False;90;35
2020-12-29 23:00:31;2021-01-16 05:05:38;False;25;9
2020-09-06 17:14:24;2022-10-06 02:06:54;False;71;5
2022-09-10 09:08:06;2024-04-16 17:31:18;False;6;19
2022-03-15 05:52:33;2023-06-11 18:56:22;False;49;52
2023-02-02 13:47:16;2023-09-07 09:22:28;False;44;36
2024-04-01 17:25:38;2024-04-16 01:00:34;False;77;27
2022-12-07 01:02:04;2022-12-12 23:49:54;False;2;77
2021-10-26 06:21:06;2023-06-24 10:21:37;False;53;94
2021-11-12 00:24:52;2022-01-19 13:15:06;False;80;65
2023-02-02 09:56:34;2024-01-25 22:05:46;False;84;17
2022-02-02 16:56:50;2023-03-22 06:36:57;False;81;51
2021-06-05 03:45:29;2022-04-19 13:59:00;False;49;80
2022-02-19 07:47:41;2022-11-26 04:12:12;False;47;77
2021-11-22 02:42:25;2022-03-08 11:51:26;False;58;19
2021-06-24 13:54:24;2024-05-02 18:07:21;False;66;69
2020-01-30 00:11:35;2021-04-13 06:17:07;True;76;48
2023-10-24 11:07:12;2024-05-18 17:11:58;False;61;22
2021-03-11 15:40:57;2021-12-16 13:15:25;False;11;11
2024-04-11 09:36:52;2024-04-14 03:06:58;False;77;39
2022-03-18 05:19:48;2024-02-23 09:48:50;False;58;32
2020-04-17 20:43:09;2020-07-22 20:42:05;False;35;94
2021-12-20 02:53:32;2022-03-02 13:40:02;False;38;29
2020-10-21 05:45:09;2023-10-24 06:40:35;False;98;58
2023-11-05 16:29:24;2024-02-13 02:36:19;False;83;34
2024-01-30 23:30:24;2024-03-03 15:31:22;False;21;60
2021-07-29 20:22:27;2021-08-25 11:04:08;False;21;32
2022-10-07 14:10:01;2023-08-12 15:04:01;False;42;73
2022-06-08 00:41:11;2022-10-11 08:52:37;False;54;53
2020-03-28 16:55:38;2021-03-09 17:00:52;False;48;51
2021-05-02 00:48:33;2022-10-27 13:03:00;False;90;43
2023-10-31 08:19:51;2024-05-19 01:40:54;False;70;78
2021-11-09 04:04:13;2022-02-19 09:42:14;True;53;8
2023-04-26 21:29:35;2024-03-20 20:27:42;False;97;66
2022-01-07 21:38:47;2023-06-23 01:46:48;False;47;40
2020-07-28 15:05:29;2021-08-09 21:22:50;False;9;73
2021-08-14 21:52:56;2023-03-31 21:26:38;False;100;84
2020-01-28 19:36:32;2022-07-03 17:11:28;False;23;52
2022-05-29 02:57:29;2022-10-01 17:44:10;False;54;98
2023-06-25 07:35:36;2023-10-27 20:12:00;False;66;31
2024-01-01 06:36:03;2024-05-02 22:19:42;False;98;89
2024-04-01 04:06:37;2024-04-02 04:37:07;False;88;92
2022-09-19 17:36:58;2023-05-20 08:30:43;False;73;73
2023-08-23 21:43:16;2024-02-17 13:50:26;False;100;47
2021-09-16 03:17:43;2022-03-10 16:45:55;False;71;45
2023-10-15 02:35:26;2024-05-18 02:15:38;False;3;5
2020-10-26 04:44:11;2023-08-02 13:39:44;False;47;27
2021-11-27 13:50:28;2022-02-12 02:51:26;False;4;79
2021-11-16 22:05:32;2023-11-09 21:47:51;False;45;97
2024-02-08 01:10:12;2024-05-19 19:21:34;True;31;11
2022-12-26 20:50:13;2023-08-27 05:22:46;False;80;4
2022-08-23 16:04:54;2022-12-07 17:32:35;True;74;9
2022-11-02 18:32:01;2023-07-24 10:08:51;False;55;31
2020-05-27 23:36:53;2021-03-05 12:20:24;False;95;93
2021-02-11 13:01:26;2024-05-08 19:58:47;False;64;32
2021-11-23 17:24:23;2023-01-26 07:01:13;False;46;50
2023-07-18 11:19:58;2023-08-06 20:22:07;False;90;13
2024-02-12 22:34:16;2024-04-22 01:31:50;False;37;52
2021-03-30 17:23:59;2024-05-19 22:03:44;False;74;44
2020-06-15 04:40:23;2023-04-24 14:08:32;False;24;41
2022-01-24 02:04:47;2022-06-27 15:10:45;False;49;88
2020-08-02 08:56:03;2023-12-09 00:29:18;False;6;62
2022-07-16 12:51:57;2023-07-12 03:57:38;False;13;34
2022-09-16 09:00:06;2023-08-18 15:29:15;False;30;65
2022-08-18 09:43:04;2022-09-25 22:43:00;False;75;9
2022-08-27 20:22:46;2024-02-06 20:42:54;False;63;43
2024-04-23 09:46:02;2024-05-06 16:10:44;True;51;17
2024-05-30 11:07:45;2024-05-30 19:32:58;True;96;93
2021-08-29 00:04:29;2023-11-17 08:59:51;False;58;95
2020-08-01 14:25:15;2021-09-13 06:51:30;False;93;4
2023-10-27 06:24:08;2024-01-28 06:18:17;False;49;71
2020-11-26 20:34:16;2022-09-30 20:53:26;True;94;22
2023-09-28 12:49:48;2024-04-23 06:31:08;False;94;28
2022-07-28 14:08:33;2024-02-20 03:31:52;False;58;63
2022-02-14 11:40:05;2023-03-11 04:54:10;False;45;93
2023-08-27 00:23:25;2024-01-05 03:11:37;False;100;8
2021-12-23 09:07:15;2024-02-18 19:11:09;False;100;91
2023-01-23 16:22:01;2023-12-31 01:22:45;False;5;79
2020-09-29 07:45:33;2021-05-05 15:34:14;False;15;94
2023-03-31 07:54:24;2024-02-13 15:56:04;False;83;92
2022-11-16 14:14:24;2023-10-13 16:12:53;False;49;86
2020-10-15 16:28:47;2021-03-13 13:26:30;False;26;74
2020-08-03 11:20:41;2024-01-10 07:04:31;False;95;4
2020-03-03 04:01:09;2022-12-08 17:02:36;False;68;27
2020-03-30 07:18:19;2020-10-02 17:55:00;False;96;34
2022-07-28 23:38:59;2022-11-29 11:31:45;True;54;32
2020-07-31 01:17:45;2020-09-03 18:11:29;False;29;11
2024-01-13 22:16:51;2024-05-20 03:02:51;False;22;54
2020-03-31 17:56:50;2020-12-03 04:55:18;False;79;59
2020-09-10 18:58:17;2022-01-15 09:03:34;False;5;36
2021-03-28 17:22:38;2023-01-08 20:55:11;False;49;67
2022-09-06 10:00:56;2023-06-06 20:36:09;False;56;52
2020-02-04 19:41:31;2024-02-16 01:48:52;True;77;42
2023-03-21 04:01:51;2023-11-11 09:12:04;False;7;8
2021-04-20 21:41:50;2024-05-30 02:48:30;False;82;91
2023-03-02 13:11:23;2023-05-16 22:43:53;False;19;29
2023-07-18 22:35:29;2023-09-08 13:20:13;False;26;3
2022-10-22 23:11:45;2023-08-29 23:35:48;False;63;82
2020-02-16 21:34:58;2020-12-02 12:07:36;False;14;18
2023-01-14 13:47:57;2023-10-06 05:41:44;False;71;15
2020-02-28 15:01:32;2024-05-06 10:44:19;False;1;33
2023-07-18 06:11:52;2023-12-18 23:07:30;False;19;50
2023-09-17 21:18:43;2023-12-06 02:52:02;False;73;76
2021-08-17 08:51:12;2022-07-21 19:35:17;True;97;97
2023-07-06 17:10:40;2023-11-08 21:50:16;False;89;88
2023-03-17 12:07:27;2024-02-22 18:29:30;False;29;61
2023-12-12 11:14:31;2024-03-08 01:10:21;True;39;95
2022-09-24 13:29:11;2023-09-12 19:01:41;False;60;73
2021-10-11 09:54:45;2023-04-12 00:49:18;True;54;61
2024-01-06 03:49:43;2024-01-21 11:18:15;True;60;37
2022-01-08 15:12:34;2023-11-18 14:56:02;False;100;80
2023-04-17 15:29:37;2023-09-02 03:52:35;True;88;92
2020-11-04 08:34:30;2022-04-29 22:14:36;False;72;24
2022-08-05 01:58:08;2023-10-05 20:55:03;False;32;11
2022-05-28 13:11:15;2024-05-05 15:42:39;False;96;21
2022-12-02 03:37:06;2023-08-16 21:24:23;False;63;29
2023-03-06 07:30:28;2023-07-01 05:33:54;False;62;7
2024-03-31 13:06:51;2024-05-26 13:30:54;False;75;31
2024-04-21 07:50:02;2024-04-22 05:07:11;False;78;42
2022-09-16 08:05:34;2022-11-14 10:46:58;False;58;80
2023-09-07 06:47:09;2024-02-26 17:41:35;False;93;25
2023-04-19 01:38:25;2023-05-26 16:17:19;True;50;79
